ticker,name_x,search_query
TRHC,TABULA RASA HEALTHCARE INC,tabula rasa healthcare
CSTR,CAPSTAR FINANCIAL HOLDINGS INC,capstar financial holdings
FLGT,FULGENT GENETICS INC,fulgent genetics
OBLN,OBALON THERAPEUTICS INC,obalon therapeutics
BIVV,BIOVERATIV INC,bioverativ
EDR,EDUCATION REALTY TRUST REIT INC TR,education realty reit tr
UPL,ULTRA PETROLEUM CORP,ultra petroleum
CDEV,CENTENNIAL RESOURCE DEVELOPMENT IN,centennial resource development in
SRCI,SRC ENERGY INC,src energy
ARCH,ARCH COAL INC CLASS A,arch coal
CHSP,CHESAPEAKE LODGING TRUST REIT TRUS,chesapeake lodging reit trus
BTU,PEABODY ENERGY CORP,peabody energy
GDI,GARDNER DENVER HOLDINGS INC,gardner denver holdings
REN,RESOLUTE ENERGY CORP,resolute energy
MTGE,MTGE INVESTMENT REIT CORP,mtge investment reit
KLDX,KLONDEX MINES LTD,klondex mines
QCRH,QCR HOLDINGS INC,qcr holdings
JAG,JAGGED PEAK ENERGY INC,jagged peak energy
SBBP,STRONGBRIDGE BIOPHARMA,strongbridge biopharma
ARD,ARDAGH GROUP SA CLASS A,ardagh group
MGEN,MIRAGEN THERAPEUTICS INC,miragen therapeutics
SN,SANCHEZ ENERGY CORP,sanchez energy
KURA,KURA ONCOLOGY INC,kura oncology
PCSB,PCSB FINANCIAL CORP,pcsb financial
SLP,SIMULATIONS PLUS INC,simulations plus
SOI,SOLARIS OILFIELD INFRASTRUCTURE IN,solaris oilfield infrastructure in
GNK,GENCO SHIPPING AND TRADING LTD,genco shipping and trading
DSKE,DASEKE INC,daseke
PHX,PANHANDLE OIL AND GAS INC CLASS A,panhandle oil and gas
PIRS,PIERIS PHARMACEUTICALS INC,pieris pharmaceuticals
TIPT,TIPTREE INC CLASS A,tiptree
CNAT,CONATUS PHARMACEUTICALS INC,conatus pharmaceuticals
VBIV,VBI VACCINES INC,vbi vaccines
KINS,KINGSTONE COMPANIES INC,kingstone companies
CUBN,COMMERCE UNION BANCSHARES INC,commerce union bancshares
ESXB,COMMUNITY BANKERS CORP TRUST,community bankers
SBCP,SUNSHINE BANCORP INC,sunshine bancorp
CHMI,CHERRY HILL MORTGAGE INVESTMENT RE,cherry hill mortgage investment re
WRD,WILDHORSE RESOURCE DEVELOPMENT COR,wildhorse resource development cor
CADE,CADENCE BANCORPORATION CLASS A,cadence bancorporation
FGBI,FIRST GUARANTY BANCSHARES INC,first guaranty bancshares
PSDO,PRESIDIO INC,presidio
NXEO,NEXEO SOLUTIONS INC,nexeo solutions
BHVN,BIOHAVEN PHARMACEUTICAL HOLDING CO,biohaven pharmaceutical holding
EVBN,EVANS BANCORP INC,evans bancorp
RGCO,RGC RESOURCES INC,rgc resources
NODK,NI HOLDINGS INC,ni holdings
ISTR,INVESTAR HOLDING CORP,investar holding
RICK,RCI HOSPITALITY HOLDINGS INC,rci hospitality holdings
KREF,KKR REAL ESTATE FINANCE INC TRUST,kkr real estate finance
SBOW,SILVERBOW RESOURCES INC,silverbow resources
INSE,INSPIRED ENTERTAINMENT INC,inspired entertainment
PKBK,PARKE BANCORP INC,parke bancorp
LLEX,LILIS ENERGY INC,lilis energy
NVLN,NOVELION THERAPEUTICS INC,novelion therapeutics
ROSE,ROSEHILL RESOURCES INC CLASS A,rosehill resources
JCAP,JERNIGAN CAPITAL INC,jernigan capital
VIVE,VIVEVE MEDICAL INC,viveve medical
SMHI,SEACOR MARINE HOLDINGS INC,seacor marine holdings
PLSE,PULSE BIOSCIENCES INC,pulse biosciences
VERI,VERITONE INC,veritone
ACNB,ACNB CORP,acnb
OVID,OVID THERAPEUTICS INC,ovid therapeutics
MNOV,MEDICINOVA INC,medicinova
ENFC,ENTEGRA FINANCIAL CORP,entegra financial
ANAB,ANAPTYSBIO INC,anaptysbio
MTNB,MATINAS BIOPHARMA HOLDINGS INC,matinas biopharma holdings
CLPR,CLIPPER REALTY INC,clipper realty
METC,RAMACO RESOURCES INC,ramaco resources
SGH,SMART GLOBAL HOLDINGS INC,smart global holdings
AKCA,AKCEA THERAPEUTICS INC,akcea therapeutics
WOW,WIDEOPENWEST INC,wideopenwest
DYAX,DYAX CORP CVR,dyax cvr
ATNX,ATHENEX INC,athenex
TRTX,TPG RE FINANCE TRUST INC TRUST,tpg re finance
GPMT,GRANITE POINT MORTGAGE TRUST INC T,granite point mortgage
SAFE,SAFETY INCOME & GROWTH INC (PROPOS,safety income growth propos
GTHX,G1 THERAPEUTICS INC,g1 therapeutics
SNNA,SIENNA BIOPHARMACEUTICALS INC,sienna biopharmaceuticals
CLXT,CALYXT INC,calyxt
TNTR,TINTRI INC,tintri
-,HAMILTON BEACH BRANDS CLASS B,hamilton beach brands
CNNE,CANNAE HOLDINGS INC,cannae holdings
CEIX,CONSOL ENERGY INC,consol energy
MLNT,MELINTA THERAPEUTICS,melinta therapeutics
PQG,PQ GROUP HOLDINGS INC,pq group holdings
DCPH,DECIPHERA PHARMACEUTICALS INC,deciphera pharmaceuticals
SEND,SENDGRID INC,sendgrid
CBTX,CBTX INC,cbtx
RBB,RBB BANCORP,rbb bancorp
AQ,AQUANTIA CORP,aquantia
OPTN,OPTINOSE INC,optinose
CELC,CELCUITY INC,celcuity
MBIN,MERCHANTS BANCORP,merchants bancorp
RNGR,RANGER ENERGY SERVICES INC,ranger energy services
MCB,METROPOLITAN BANK HOLDING CORP,metropolitan bank holding
HAIR,RESTORATION ROBOTICS INC,restoration robotics
ALNA,ALLENA PHARMACEUTICALS INC,allena pharmaceuticals
RBNC,RELIANT BANCORP INC,reliant bancorp
GLIBA,GCI LIBERTY INC CLASS A,gci liberty
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,industrial logistics properties tr
MNLO,MENLO THERAPEUTICS INC,menlo therapeutics
CURO,CURO GROUP HOLDINGS CORP,curo group holdings
SBT,STERLING BANCORP INC,sterling bancorp
LBRT,LIBERTY OILFIELD SERVICES INC CLAS,liberty oilfield services clas
LBC,LUTHER BURBANK CORP,luther burbank
CASA,CASA SYSTEMS INC,casa systems
ARMO,ARMO BIOSCIENCES INC,armo biosciences
ODT,ODONATE THERAPEUTICS INC,odonate therapeutics
CUE,CUE BIOPHARMA INC,cue biopharma
-,BABCOCK AND WILCOX ENTERPRISES INC,babcock and wilcox enterprises
RFL,RAFAEL HOLDINGS INC CLASS B,rafael holdings
RDVT,RED VIOLET INC,red violet
BHR,BRAEMAR HOTELS RESORTS INC,braemar hotels resorts
APY,APERGY CORP,apergy
CPLG,COREPOINT LODGING INC,corepoint lodging
XAN,EXANTAS CAPITAL CORP,exantas capital
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,blackstone mortgage reit cla
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,liberty latin america
CLNC,COLONY CREDIT REAL ESTATE INC CLAS,colony credit real estate clas
FG,FGL,fgl
SMPL,THE SIMPLY GOOD FOODS COMPANY,the simply good foods
CLBK,COLUMBIA FINANCIAL INC,columbia financial
CBAY,CYMABAY THERAPEUTICS INC,cymabay therapeutics
EAF,GRAFTECH INTERNATIONAL LTD,graftech international
INNT,INNOVATE BIOPHARMACEUTICALS INC,innovate biopharmaceuticals
OBNK,ORIGIN BANCORP INC,origin bancorp
AMR,ALTA MESA RESOURCES INC CLASS A,alta mesa resources
AMEH,APOLLO MEDICAL HOLDINGS INC,apollo medical holdings
SMTA,SPIRIT MTA REIT,spirit mta reit
CASI,CASI PHARMACEUTICALS INC,casi pharmaceuticals
VKTX,VIKING THERAPEUTICS INC,viking therapeutics
RCKT,ROCKET PHARMACEUTICALS INC,rocket pharmaceuticals
CYRX,CRYOPORT INC,cryoport
ZOM,ZOMEDICA PHARMACEUTICALS CORP,zomedica pharmaceuticals
CTSO,CYTOSORBENTS CORP,cytosorbents
CATC,CAMBRIDGE BANCORP,cambridge bancorp
FCBP,FIRST CHOICE BANCORP,first choice bancorp
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,innovative industrial properties
FDBC,FIDELITY D AND D BANCORP INC,fidelity and bancorp
SLCT,SELECT BANCORP INC,select bancorp
FSNN,FUSION CONNECT INC,fusion connect
BCML,BAYCOM CORP,baycom
FRBA,FIRST BANK,first bank
SURF,SURFACE ONCOLOGY INC,surface oncology
VUZI,VUZIX CORP,vuzix
MRNS,MARINUS PHARMACEUTICALS INC,marinus pharmaceuticals
CVON,CONVERGEONE HOLDINGS INC CLASS A,convergeone holdings
IEA,INFRASTRUCTURE AND ENERGY ALTERNAT,infrastructure and energy alternat
BPRN,THE BANK OF PRINCETON,the bank princeton
OPBK,OP BANCORP,op bancorp
MBIO,MUSTANG BIO INC,mustang bio
BFST,BUSINESS FIRST BANCSHARES INC,business first bancshares
UBX,UNITY BIOTECHNOLOGY INC,unity biotechnology
LEVL,LEVEL ONE BANCORP INC,level one bancorp
LAND,GLADSTONE LAND REIT CORP,gladstone land reit
FCCO,FIRST COMMUNITY CORP,first community
ESQ,ESQUIRE FINANCIAL HOLDINGS INC,esquire financial holdings
PDLB,PDL COMMUNITY BANCORP,pdl community bancorp
SVRA,SAVARA INC,savara
STXB,SPIRIT OF TEXAS BANCSHARES INC,spirit texas bancshares
BWB,BRIDGEWATER BANCSHARES INC,bridgewater bancshares
CBFV,CB FINANCIAL SERVICES INC,cb financial services
SSTI,SHOTSPOTTER INC,shotspotter
FENC,FENNEC PHARMACEUTICALS INC,fennec pharmaceuticals
BOMN,BOSTON OMAHA CORP CLASS A,boston omaha
ALDX,ALDEYRA THERAPEUTICS INC,aldeyra therapeutics
XELA,EXELA TECHNOLOGIES INC,exela technologies
IOTS,ADESTO TECHNOLOGIES CORP,adesto technologies
LASR,NLIGHT INC,nlight
UMRX,UNUM THERAPEUTICS INC,unum therapeutics
ADMA,ADMA BIOLOGICS INC,adma biologics
TYME,TYME TECHNOLOGIES INC,tyme technologies
EVLO,EVELO BIOSCIENCES INC,evelo biosciences
SBPH,SPRING BANK PHARMACEUTICALS INC,spring bank pharmaceuticals
TORC,RESTORBIO,restorbio
ACMR,ACM RESEARCH CLASS A INC,acm research
EOLS,EVOLUS INC,evolus
HSDT,HELIUS MEDICAL TECHNOLOGIES INC CL,helius medical technologies cl
COOL,POLARITYTE INC,polarityte
CWBR,COHBAR INC,cohbar
LIVX,LIVEXLIVE MEDIA INC,livexlive media
ASNS,ARSANIS INC,arsanis
CLNC,COLONY CREDIT REAL ESTATE INC,colony credit real estate
RVI,RETAIL VALUE INC,retail value
OPBK,OPEN BANK,open bank
BPR,BROOKFIELD PROPERTY REIT INC CLASS,brookfield property reit
-,A SCHULMAN INC,schulman
BOFI,AXOS FINANCIAL INC,axos financial
KLXE,KLX ENERGY SERVICES HOLDINGS INC,klx energy services holdings
ZFGN,ZAFGEN INC,zafgen
LQDA,LIQUIDIA TECHNOLOGIES INC,liquidia technologies
APTX,APTINYX INC,aptinyx
AVRO,AVROBIO INC,avrobio
ALLK,ALLAKOS INC,allakos
TCDA,TRICIDA INC,tricida
FTSV,FORTY SEVEN INC,forty seven
RUBY,RUBIUS THERAPEUTICS INC,rubius therapeutics
AQST,AQUESTIVE THERAPEUTICS INC,aquestive therapeutics
BRY,BERRY PETROLEUM CORP,berry petroleum
KZR,KEZAR LIFE SCIENCES INC,kezar life sciences
IIIV,I3 VERTICALS INC CLASS A,i3 verticals
CNST,CONSTELLATION PHARMACEUTICALS INC,constellation pharmaceuticals
AMAL,AMALGAMATED BANK CLASS A,amalgamated bank
MGTA,MAGENTA THERAPEUTICS INC,magenta therapeutics
SRRK,SCHOLAR ROCK HOLDING CORP,scholar rock holding
VRCA,VERRICA PHARMACEUTICALS INC,verrica pharmaceuticals
ECOR,ELECTROCORE,electrocore
CCB,COASTAL FINANCIAL CORP,coastal financial
PCB,PACIFIC CITY FINANCIAL CORP,pacific city financial
STIM,NEURONETICS INC,neuronetics
KNSA,KINIKSA PHARMACEUTICALS LTD CLASS,kiniksa pharmaceuticals
CRNX,CRINETICS PHARMACEUTICALS INC,crinetics pharmaceuticals
REPL,REPLIMUNE GROUP INC,replimune group
EIDX,EIDOS THERAPEUTICS INC,eidos therapeutics
XERS,XERIS PHARMACEUTICALS INC,xeris pharmaceuticals
PTE,POLARITYTE INC,polarityte
AX,AXOS FINANCIAL INC,axos financial
GTX,GARRETT MOTION INC,garrett motion
MLNT,MELINTA THERAPEUTICS INC,melinta therapeutics
ACA,ARCOSA INC,arcosa
MCFT,MASTERCRAFT BOAT HOLDINGS INC,mastercraft boat holdings
AGE,AGEX THERAPEUTICS INC,agex therapeutics
-,XOMA CORP,xoma
-,PULSE BIOSCIENCES INC,pulse biosciences
GPMT,GRANITE POINT MORTGAGE TRUST INC,granite point mortgage
TRTX,TPG RE FINANCE TRUST INC,tpg re finance
NXRT,NEXPOINT RESIDENTIAL TRUST INC,nexpoint residential
LTHM,LIVENT CORP,livent
YMAB,Y MABS THERAPEUTICS INC,mabs therapeutics
SIBN,SI BONE INC,si bone
-,APARTMENT INVESTMENT DUMMY STOCK D,apartment investment dummy stock
SAFE,SAFEHOLD INC,safehold
ARVN,ARVINAS INC,arvinas
FOXA,FOX CORP CLASS A,fox
AXNX,AXONICS MODULATION TECHNOLOGIES IN,axonics modulation technologies in
THOR,SYNTHORX INC,synthorx
XXII,22ND CENTURY GROUP INC,22nd century group
XFOR,X4 PHARMACEUTICALS INC,x4 pharmaceuticals
DOW,DOW INC,dow
CYCN,CYCLERION THERAPEUTICS INC,cyclerion therapeutics
PVBC,PROVIDENT BANCORP INC,provident bancorp
KTB,KONTOOR BRANDS INC,kontoor brands
FG,FGL INC,fgl
AM,ANTERO MIDSTREAM CORP,antero midstream
NG,NOVAGOLD RESOURCES INC,novagold resources
VRRM,VERRA MOBILITY CORP CLASS A,verra mobility
OEC,ORION ENGINEERED CARBONS SA,orion engineered carbons
BAND,BANDWIDTH INC CLASS A,bandwidth
MGY,MAGNOLIA OIL GAS CORP CLASS A,magnolia oil gas
AFIN,AMERICAN FIN INC TRUST CLASS A,american fin
CTRA,CONTURA ENERGY INC,contura energy
OSW,ONESPAWORLD HOLDINGS LTD,onespaworld holdings
URGN,UROGEN PHARMA LTD,urogen pharma
TRWH,TWIN RIVER WORLDWIDE HOLDINGS INC,twin river worldwide holdings
WTRE,WATFORD HOLDINGS LTD,watford holdings
ATEX,PDVWIRELESS INC,pdvwireless
EFC,ELLINGTON FINANCIAL INC,ellington financial
CARE,CARTER BANK AND TRUST,carter bank and
BFC,BANK FIRST NATIONAL CORP,bank first national
PAYS,PAYSIGN INC,paysign
AMTB,AMERANT BANCORP INC CLASS A,amerant bancorp
KRYS,KRYSTAL BIOTECH INC,krystal biotech
MNRL,BRIGHAM MINERALS INC CLASS A,brigham minerals
SILK,SILK ROAD MEDICAL INC,silk road medical
NBEV,NEW AGE BEVERAGES CORP,new age beverages
GRTS,GRITSTONE ONCOLOGY INC,gritstone oncology
FLMN,FALCON MINERALS CORP CLASS A,falcon minerals
SIC,SELECT INTERIOR CONCEPTS INC CLASS,select interior concepts
BYSI,BEYONDSPRING INC,beyondspring
MRKR,MARKER THERAPEUTICS INC,marker therapeutics
DSSI,DIAMOND S SHIPPING INC,diamond shipping
HFFG,HF FOODS GROUP INC,hf foods group
OPRX,OPTIMIZERX CORP,optimizerx
KALV,KALVISTA PHARMACEUTICALS INC,kalvista pharmaceuticals
INS,INTELLIGENT SYSTEMS CORP,intelligent systems
TPTX,TURNING POINT THERAPEUTICS INC,turning point therapeutics
TMDX,TRANSMEDICS GROUP INC,transmedics group
FVCB,FVCBANKCORP INC,fvcbankcorp
TH,TARGET HOSPITALITY CORP,target hospitality
NESR,NATIONAL ENERGY SERVICES REUNITED,national energy services reunited
KOD,KODIAK SCIENCES INC,kodiak sciences
ALTM,ALTUS MIDSTREAM COMPANY CLASS A CL,altus midstream cl
IMXI,INTERNATIONAL MONEY EXPRESS INC,international money express
GTYH,GTY TECHNOLOGY HOLDINGS INC,gty technology holdings
GTXI,GTXI INC - CVR,gtxi cvr
-,BABCOCK & WILCOX,babcock wilcox
BFC,BANK FIRST CORP,bank first
FCAP,FIRST CAPITAL INC,first capital
PCB,PCB BANCORP,pcb bancorp
MNSB,MAINSTREET BANCSHARES,mainstreet bancshares
ATEX,ANTERIX INC,anterix
PLMR,PALOMAR HOLDINGS INC,palomar holdings
MBIN,MERCHANTS BANCORP  ADR REPRESENTIN,merchants bancorp representin
SVC,SERVICE PROPERTIES TRUST,service properties
BBIO,BRIDGEBIO PHARMA INC,bridgebio pharma
PROS,PROSIGHT GLOBAL INC,prosight global
RMBI,RICHMOND MUTUAL BANCORPORATION INC,richmond mutual bancorporation
MNSB,MAINSTREET BANCSHARES INC,mainstreet bancshares
STOK,STOKE THERAPEUTICS INC,stoke therapeutics
TCRR,TCR2 THERAPEUTICS INC,tcr2 therapeutics
HCAT,HEALTH CATALYST INC,health catalyst
AVDR,AVEDRO INC,avedro
LVGO,LIVONGO HEALTH INC,livongo health
PNTG,PENNANT GROUP INC,pennant group
VAPO,VAPOTHERM INC,vapotherm
NOVA,SUNNOVA ENERGY INTERNATIONAL INC,sunnova energy international
ZYXI,ZYNEX INC,zynex
SFL,SFL LTD,sfl
FRAF,FRANKLIN FINANCIAL SERVICES CORP,franklin financial services
KRTX,KARUNA THERAPEUTICS INC,karuna therapeutics
PBFS,PIONEER BANCORP INC,pioneer bancorp
MMAC,MMA CAPITAL HOLDINGS INC,mma capital holdings
BXRX,BAUDAX BIO INC,baudax bio
NVST,ENVISTA HOLDINGS CORP,envista holdings
BRBR,BELLRING BRANDS INC CLASS A,bellring brands
NXTC,NEXTCURE INC,nextcure
PHAT,PHATHOM PHARMACEUTICALS INC,phathom pharmaceuticals
CRTX,CORTEXYME INC,cortexyme
DTIL,PRECISION BIOSCIENCES INC,precision biosciences
APRE,APREA THERAPEUTICS INC,aprea therapeutics
SWTX,SPRINGWORKS THERAPEUTICS INC,springworks therapeutics
IGMS,IGM BIOSCIENCES INC,igm biosciences
RRBI,RED RIVER BANCSHARES INC,red river bancshares
MCBS,METROCITY BANKSHARES INC,metrocity bankshares
SPFI,SOUTH PLAINS FINANCIAL INC,south plains financial
MBIN,MERCHANTS BANCORP REPRESENTIN,merchants bancorp representin
APLT,APPLIED THERAPEUTICS INC,applied therapeutics
VIE,VIELA BIO INC,viela bio
HBT,HBT FINANCIAL INC,hbt financial
OYST,OYSTER POINT PHARMA INC,oyster point pharma
GDI,INGERSOLL RAND INC,ingersoll rand
BPYU,BROOKFIELD PROPERTY REIT INC CLASS,brookfield property reit
BRY,BERRY,berry
IR,INGERSOLL RAND INC,ingersoll rand
PPD,PPD INC,ppd
SDGR,SCHRODINGER INC,schrodinger
CFB,CROSSFIRST BANKSHARES INC,crossfirst bankshares
ARQT,ARCUTIS BIOTHERAPEUTICS INC,arcutis biotherapeutics
BDTX,BLACK DIAMOND THERAPEUTICS INC,black diamond therapeutics
RVMD,REVOLUTION MEDICINES INC,revolution medicines
CSTL,CASTLE BIOSCIENCES INC,castle biosciences
BEAM,BEAM THERAPEUTICS INC,beam therapeutics
MORF,MORPHIC HOLDING INC,morphic holding
VIR,VIR BIOTECHNOLOGY INC,vir biotechnology
BTAI,BIOXCEL THERAPEUTICS INC,bioxcel therapeutics
BCEL,ATRECA INC CLASS A,atreca
OPRT,OPORTUN FINANCIAL CORP,oportun financial
OTIS,OTIS WORLDWIDE CORP,otis worldwide
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,madison square garden entertainmen
ARNC,ARCONIC CORP,arconic
PSNL,PERSONALIS INC,personalis
AKRO,AKERO THERAPEUTICS INC,akero therapeutics
CLMS,CALAMOS ASSET MANAGEMENT INC. SHS Prvt,calamos asset management shs prvt
ARCH,ARCH RESOURCES INC CLASS A,arch resources
BSGM,BIOSIG TECHNOLOGIES INC,biosig technologies
CTO,CTO REALTY GROWTH INC,cto realty growth
EVFM,EVOFEM BIOSCIENCES INC,evofem biosciences
AMCR,AMCOR PLC,amcor
APG,API GROUP CORP,api group
BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,brookfield infrastructure cla
CHX,CHAMPIONX CORP,championx
BRMK,BROADMARK REALTY CAPITAL INC,broadmark realty capital
RPAY,REPAY HOLDINGS CORP CLASS A,repay holdings
FREQ,FREQUENCY THERAPEUTICS INC,frequency therapeutics
RLMD,RELMADA THERAPEUTICS INC,relmada therapeutics
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,arcturus therapeutics holdings
PRVB,PROVENTION BIO INC,provention bio
PAE,PAE INC CLASS A,pae
ZNTL,ZENTALIS PHARMACEUTICALS INC,zentalis pharmaceuticals
NLTX,NEOLEUKIN THERAPEUTICS INC,neoleukin therapeutics
IMVT,IMMUNOVANT INC,immunovant
ACEL,ACCEL ENTERTAINMENT INC CLASS A,accel entertainment
PASG,PASSAGE BIO INC,passage bio
RAPT,RAPT THERAPEUTICS INC,rapt therapeutics
ALRS,ALERUS FINANCIAL CORP,alerus financial
ORIC,ORIC PHARMACEUTICALS INC,oric pharmaceuticals
ALTA,ALTABANCORP,altabancorp
MGHL,MORGAN GROUP HOLDING COMPANY,morgan group holding
BEPC,BROOKFIELD RENEWABLE SUBORDINATE V,brookfield renewable subordinate
XPEL,XPEL INC,xpel
KROS,KEROS THERAPEUTICS INC,keros therapeutics
BCLI,BRAINSTORM CELL THERAPEUTICS INC,brainstorm cell therapeutics
PACK,RANPAK HOLDINGS CORP CLASS A,ranpak holdings
SITM,SITIME CORP,sitime
AOUT,AMERICAN OUTDOOR BRANDS INC,american outdoor brands
MAXN,MAXEON SOLAR TECHNOLOGIES LTD,maxeon solar technologies
NBEV,NEWAGE INC,newage
RPRX,ROYALTY PHARMA PLC CLASS A,royalty pharma
RLAY,RELAY THERAPEUTICS INC,relay therapeutics
VRM,VROOM INC,vroom
PCVX,VAXCYTE INC,vaxcyte
FMTX,FORMA THERAPEUTICS HLDG INC,forma therapeutics hldg
BLI,BERKELEY LIGHTS INC,berkeley lights
RXT,RACKSPACE TECHNOLOGY INC,rackspace technology
SLQT,SELECTQUOTE INC,selectquote
ACI,ALBERTSONS COMPANY INC CLASS A,albertsons
LMND,LEMONADE INC,lemonade
GOCO,GOHEALTH INC CLASS A,gohealth
NARI,INARI MEDICAL INC,inari medical
ALVR,ALLOVIR INC,allovir
NKTX,NKARTA INC,nkarta
RNA,AVIDITY BIOSCIENCES INC,avidity biosciences
ANNX,ANNEXON INC,annexon
VITL,VITAL FARMS INC,vital farms
AMTI,APPLIED MOLECULAR TRANSPORT,applied molecular transport
NRIX,NURIX THERAPEUTICS INC,nurix therapeutics
GBIO,GENERATION BIO,generation bio
ALXO,ALX ONCOLOGY HOLDINGS INC,alx oncology holdings
AKUS,AKOUOS INC,akouos
STRO,SUTRO BIOPHARMA INC,sutro biopharma
MEG,MONTROSE ENVIRONMENTAL GRP INC,montrose environmental grp
AFIB,ACUTUS MEDICAL INC,acutus medical
ITOS,ITEOS THERAPEUTICS INC,iteos therapeutics
PLRX,PLIANT THERAPEUTICS INC,pliant therapeutics
VYNE,VYNE THERAPEUTICS INC,vyne therapeutics
WLL,WHITING PETROLEUM CORP,whiting petroleum
WLLAW,WHITING PETROLEUM EQUITY WARRANTS,whiting petroleum equity warrants
WLLBW,WHITING PETROLEUM EQUITY WARRANTS,whiting petroleum equity warrants
VNT,VONTIER CORP,vontier
NTST,NETSTREIT CORP,netstreit
PLYM,PLYMOUTH INDUSTRIAL REIT INC,plymouth industrial reit
INZY,INOZYME PHARMA INC,inozyme pharma
SAVA,CASSAVA SCIENCES INC,cassava sciences
COFS,CHOICEONE FINANCIAL SERVICES INC,choiceone financial services
LNSR,LENSAR INC,lensar
ADRO,ADURO BIOTECH CVR,aduro biotech cvr
BALY,BALLY S CORP,bally
CARE,CARTER BANKSHARES TRUST,carter bankshares
-,GAMING AND LEISURE CASH ACCR CVR,gaming and leisure cash accr cvr
LQDA,LIQUIDIA CORP,liquidia
CTO,CTO REALTY GROWTH INC CASH ACCRUAL,cto realty growth cash accrual
AIRC,APARTMENT INCOME REIT CORP,apartment income reit
EBC,EASTERN BANKSHARES INC,eastern bankshares
PMVP,PMV PHARMACEUTICALS INC,pmv pharmaceuticals
ALGM,ALLEGRO MICROSYSTEMS INC,allegro microsystems
PTVE,PACTIV EVERGREEN INC,pactiv evergreen
BNL,BROADSTONE NET LEASE INC CLASS A,broadstone net lease
STTK,SHATTUCK LABS INC,shattuck labs
PRLD,PRELUDE THERAPEUTICS INC,prelude therapeutics
KYMR,KYMERA THERAPEUTICS INC,kymera therapeutics
PRAX,PRAXIS PRECISION MEDICINES INC,praxis precision medicines
AVIR,ATEA PHARMACEUTICALS,atea pharmaceuticals
GAN,GAN LTD,gan
KRON,KRONOS BIO INC,kronos bio
EAR,EARGO,eargo
-,SL GREEN REALTY CORP CASH ACCRUAL,sl green realty cash accrual
RVI,Retail Value Inc Cash Accrual,retail value cash accrual
GORO_X,FORTITUDE GOLD CORP,fortitude gold
AVIR,ATEA PHARMACEUTICALS INC,atea pharmaceuticals
EAR,EARGO INC,eargo
-,BM TECHNOLOGIES CONTRA,bm technologies contra
INDT,INDUS REALTY TRUST INC,indus realty
INDT,INDUS REALTY CASH ACCRUAL,indus realty cash accrual
CGNT,COGNYTE SOFTWARE LTD,cognyte software
MAX,MEDIAALPHA INC CLASS A,mediaalpha
DMTK,DERMTECH INC,dermtech
ATOM,ATOMERA INC,atomera
CCCC,C4 THERAPEUTICS INC,c4 therapeutics
ORGO,ORGANOGENESIS HOLDINGS INC CLASS A,organogenesis holdings
DYN,DYNE THERAPEUTICS INC,dyne therapeutics
ATHA,ATHIRA PHARMA INC,athira pharma
GATO,GATOS SILVER INC,gatos silver
TSHA,TAYSHA GENE THERAPIES INC,taysha gene therapies
INBX,INHIBRX INC,inhibrx
AMAL,AMALGAMATED FINANCIAL,amalgamated financial
NETI,ENETI INC,eneti
SHC,SOTERA HEALTH COMPANY,sotera health
UPST,UPSTART HOLDINGS INC,upstart holdings
WOOF,PETCO HEALTH AND WELLNESS COMPANY,petco health and wellness
SANA,SANA BIOTECHNOLOGY INC,sana biotechnology
PAND,PANDION THERAPEUTICS HOLDCO INC,pandion therapeutics holdco
SPNT,SIRIUSPOINT LTD,siriuspoint
SEER,SEER INC CLASS A,seer
SGFY,SIGNIFY HEALTH INC CLASS A,signify health
BNL,BROADSTONE NET LEASE INC,broadstone net lease
TLS,TELOS CORPORATION CORP,telos
BCAB,BIOATLA INC,bioatla
HYFM,HYDROFARM HOLDINGS GROUP INC,hydrofarm holdings group
SBTX,SILVERBACK THERAPEUTICS INC,silverback therapeutics
CGEM,CULLINAN ONCOLOGY INC,cullinan oncology
VOR,VOR BIOPHARMA INC,vor biopharma
KNTE,KINNATE BIOPHARMA INC,kinnate biopharma
BOLT,BOLT BIOTHERAPEUTICS INC,bolt biotherapeutics
ONEW,ONEWATER MARINE CLASS A INC,onewater marine
OLMA,OLEMA PHARMACEUTICALS INC,olema pharmaceuticals
CMBM,CAMBIUM NETWORKS CORP,cambium networks
MASS,908 DEVICES,devices
PSTX,POSEIDA THERAPEUTICS,poseida therapeutics
AXNX,AXONICS INC,axonics
NGMS,NEOGAMES S A,neogames
HARP,HARPOON THERAPEUTICS INC,harpoon therapeutics
FDMT,4D MOLECULAR THERAPEUTICS INC,4d molecular therapeutics
ALGS,ALIGOS THERAPEUTICS INC,aligos therapeutics
APR,APRIA INC,apria
ALTG,ALTA EQUIPMENT GROUP INC CLASS A,alta equipment group
ETNB,89BIO INC,89bio
PAVM,PAVMED INC,pavmed
PSTX,POSEIDA THERAPEUTICS INC,poseida therapeutics
VMEO,VIMEO INC,vimeo
GRTS,GRITSTONE BIO INC,gritstone bio
